Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,y
22,0,31,0,1250,51,30,30,2,1,2,25,193.545,1
0,0,26,1,1125,36,218,13,2,2,1,25,1033.245,0
8,0,40,1,2698,64,9,35,2,1,1,25,164.79,0
5,0,38,0,1065,14,7,9,2,1,2,25,80.055,0
5,0,36,0,4255,66,7,18,2,1,1,25,225.945,0
6,0,37,1,6473,72,106,37,2,1,1,25,771.525,0
17,1,39,2,3355,50,21,20,3,1,1,30,220.2,1
10,0,36,0,15890,187,151,28,2,1,1,25,1402.965,0
34,1,36,0,1970,64,31,19,3,2,2,30,205.36,1
22,0,34,3,15770,238,1,79,2,1,1,25,724.86,0
19,0,27,3,2130,48,47,30,2,1,1,25,309.51,0
3,0,39,0,1848,33,11,11,3,1,1,30,119.24,0
6,0,45,0,703,13,24,10,3,1,2,30,124.64,0
0,0,19,0,2965,51,0,17,3,1,1,30,120.64,0
7,0,11,2,4695,46,222,12,3,1,1,30,1077.64,0
7,0,20,1,2000,32,35,16,3,1,1,30,221.28,0
9,0,39,0,1780,30,28,28,2,1,2,25,207.45,0
11,0,24,0,1630,37,20,11,2,1,1,25,165.015,0
3,0,31,0,3893,54,0,32,1,1,1,15,217.085,0
20,0,40,2,16500,199,165,32,2,1,1,25,1493.955,0
6,0,34,0,1790,42,34,17,3,1,2,30,209.28,0
3,0,32,0,1853,46,0,11,3,1,2,30,75.96,0
20,0,36,2,14835,219,47,30,3,1,1,30,790.16,0
10,0,37,0,5693,100,30,27,2,1,1,25,395.685,1
0,0,16,0,0,0,0,0,2,1,1,25,0.0,0
0,0,32,0,0,0,0,0,5,1,1,55,0.0,0
0,0,13,0,1695,20,20,13,2,1,1,25,167.175,0
1,0,36,0,2245,34,287,19,3,1,1,30,1239.16,0
1,0,10,1,3985,35,197,12,3,1,1,30,948.8,0
0,0,30,0,11160,142,0,44,3,1,1,30,452.08,0
34,1,40,6,16045,241,82,49,3,2,1,30,979.44,0
11,0,34,1,3820,78,24,24,3,1,1,30,251.92,0
16,0,40,4,5420,99,30,42,3,1,1,30,340.76,0
22,0,36,2,15080,222,49,30,3,1,1,30,808.08,0
3,0,9,1,1487,19,0,7,3,1,1,30,60.24,1
9,0,43,3,6885,94,203,32,3,1,1,30,1091.16,0
0,0,34,0,0,0,0,0,4,1,1,45,0.0,0
11,0,15,4,2978,43,27,16,3,1,1,30,228.84,0
5,0,39,0,305,6,7,2,2,1,2,25,45.495,1
0,0,30,0,2760,20,0,10,3,1,1,30,111.2,0
10,0,25,0,1225,32,19,13,2,1,1,25,142.065,0
2,0,21,0,860,23,7,9,2,1,1,25,71.235,0
0,1,10,0,1363,21,4,10,2,1,1,25,80.28,1
16,0,13,1,6438,137,77,38,2,2,1,25,642.375,0
0,0,36,0,2600,20,467,3,3,1,1,30,1972.8,0
0,0,34,0,455,2,0,5,2,1,2,25,20.565,0
13,0,29,4,2220,52,221,28,3,2,1,30,974.88,0
19,1,43,0,3555,57,31,24,3,1,2,30,268.48,1
4,0,14,2,4390,46,223,11,3,1,1,30,1069.44,0
8,0,36,0,6603,69,76,33,2,1,1,25,642.24,0
5,0,28,0,1130,16,28,5,4,1,2,45,98.65,0
3,0,34,0,3015,25,473,4,3,1,1,30,2013.6,0
5,0,32,0,11465,148,3,46,3,1,1,30,476.52,0
1,0,30,0,2520,43,160,17,2,1,1,25,835.335,0
12,0,43,1,4198,72,9,36,1,1,1,15,284.35,0
12,0,44,2,6303,103,24,18,3,1,1,30,352.24,0
5,0,40,0,1295,26,39,17,3,1,2,30,208.84,0
0,0,32,0,0,0,0,0,4,1,1,45,0.0,0
0,0,33,0,0,0,0,0,2,1,2,25,0.0,1
3,0,35,0,1665,44,38,20,3,1,2,30,220.36,0
8,0,36,0,3715,79,27,26,3,1,1,30,259.76,0
27,0,41,3,15320,233,65,37,3,1,1,30,882.12,0
14,0,39,1,5080,82,30,17,3,1,1,30,326.48,0
8,0,25,0,585,20,12,8,2,1,2,25,81.225,0
5,0,34,1,3140,23,475,4,3,1,1,30,2026.52,0
10,0,39,1,3070,50,293,18,3,1,1,30,1296.8,0
0,0,32,0,6015,72,168,19,3,1,1,30,915.48,0
9,0,33,0,3085,53,174,24,2,1,1,25,924.21,0
3,0,38,2,6615,92,218,30,3,1,1,30,1140.28,0
2,0,5,0,1408,17,0,3,3,1,1,30,57.0,1
16,0,35,2,5943,96,22,21,2,1,1,25,370.755,1
6,1,31,0,5333,84,8,17,2,1,1,25,279.765,1
13,0,36,1,2578,58,355,21,3,1,1,30,1525.44,0
0,0,32,0,450,4,0,2,2,1,2,25,20.43,0
4,0,40,0,4145,67,8,19,2,1,1,25,225.54,0
11,0,37,2,8870,118,142,43,3,1,1,30,927.52,0
6,0,42,0,518,10,17,8,3,1,2,30,89.12,1
12,0,37,0,2643,61,368,27,3,1,1,30,1580.16,0
10,0,39,2,11525,157,16,49,4,2,1,45,332.05,0
0,0,35,0,290,2,0,2,2,1,2,25,13.14,0
12,0,41,2,14193,181,39,50,3,1,1,30,730.96,0
5,1,32,0,5453,89,14,20,2,1,1,25,312.39,1
0,1,25,0,1010,30,186,9,2,2,1,25,883.8,1
16,0,40,2,4080,88,39,30,3,1,1,30,322.72,0
4,0,35,0,5738,87,0,7,3,1,1,30,233.0,0
8,1,36,0,2585,36,0,18,3,1,2,30,104.84,1
13,0,43,0,2230,60,60,28,4,1,2,45,207.25,0
1,0,34,0,2840,22,0,14,3,1,1,30,114.48,0
0,0,24,0,520,4,14,1,4,1,2,45,48.1,0
0,0,26,0,968,29,9,53,4,1,1,45,47.425,0
0,0,38,0,0,0,0,0,2,1,2,25,0.0,0
0,0,40,1,293,8,12,6,5,1,1,55,22.515,0
13,0,39,2,4733,99,17,30,3,1,1,30,261.28,0
3,0,35,2,6840,118,275,36,2,2,1,25,1550.61,0
5,0,37,1,7753,130,386,43,3,1,1,30,1859.32,0
10,0,42,2,6985,100,204,33,3,1,1,30,1099.4,0
6,0,6,1,1792,19,0,8,3,1,1,30,72.44,1
8,0,41,1,2780,59,183,24,2,1,1,25,951.255,0
11,0,34,1,7023,75,107,38,2,1,1,25,800.91,0
4,0,35,0,2078,44,59,33,3,1,2,30,320.88,1
6,0,43,1,2360,45,293,19,4,1,1,45,792.625,0
6,0,37,2,1048,15,12,2,5,1,1,55,33.945,0
0,0,29,2,6480,102,253,26,2,2,1,25,1434.69,0
6,0,35,0,2665,47,143,19,2,1,1,25,765.54,0
19,0,33,8,10255,85,0,37,5,1,1,55,155.1,0
7,0,36,0,2078,43,25,28,3,1,2,30,184.84,1
1,0,12,0,7917,154,41,38,4,1,1,45,304.275,0
11,1,38,0,3170,49,20,21,3,1,2,30,208.76,1
9,1,36,0,5218,88,5,9,2,1,1,25,261.27,1
10,0,40,0,2150,58,56,27,3,1,2,30,312.32,0
24,0,35,9,10560,91,7,39,5,1,1,55,170.265,0
9,0,42,1,4450,73,15,21,3,1,1,30,240.92,0
0,0,31,0,5880,81,0,5,4,1,1,45,149.025,0
4,0,8,1,1892,24,1,5,3,1,1,30,80.64,1
6,0,34,0,5323,91,10,19,2,1,1,25,288.63,1
9,1,34,0,2875,35,0,12,2,1,2,25,130.95,1
21,0,28,2,2240,49,34,15,2,1,1,25,256.005,0
9,0,10,0,6087,129,70,39,1,2,1,15,726.88,0
0,0,23,0,3165,58,3,21,3,1,1,30,140.92,0
0,0,38,0,520,13,4,5,3,1,2,30,37.32,0
22,0,38,4,6723,114,54,41,3,1,1,30,489.48,0
5,0,38,0,305,6,7,2,4,1,2,45,25.275,1
0,0,38,0,990,20,32,15,2,1,2,25,189.45,0
0,0,36,1,6480,97,15,21,5,1,1,55,121.155,0
11,0,32,2,1800,50,211,18,3,2,1,30,918.0,0
3,0,34,0,3410,73,20,24,2,1,1,25,246.735,0
25,1,33,0,1200,50,18,17,3,1,2,30,122.0,1
0,1,37,0,503,9,13,7,4,1,2,45,45.3,1
0,0,37,1,0,0,0,0,5,1,1,55,0.0,0
16,0,41,3,7083,84,120,41,2,1,1,25,862.515,0
11,0,39,2,2030,53,50,24,4,1,1,45,177.075,0
7,0,37,1,2378,36,8,6,4,1,1,45,80.35,0
0,0,32,0,2535,16,0,12,3,1,1,30,102.04,0
10,0,35,2,7280,104,30,27,5,1,1,55,155.76,0
13,1,35,0,5703,92,0,20,2,1,1,25,260.775,1
5,0,38,2,643,10,11,4,5,1,1,55,26.295,0
3,0,38,2,453,9,2,1,5,1,1,55,9.93,0
18,0,38,2,6123,104,33,26,2,1,1,25,428.715,0
0,0,29,0,0,0,0,0,2,1,2,25,0.0,0
5,0,33,1,7030,100,16,22,5,1,1,55,130.95,0
2,0,37,0,595,8,0,4,2,1,2,25,27.135,0
13,0,40,1,5773,102,34,28,2,1,1,25,417.375,0
0,0,33,0,0,0,0,0,4,1,1,45,0.0,0
13,0,27,0,890,26,19,10,2,1,2,25,126.72,0
19,0,41,2,5385,88,37,19,3,1,1,30,366.92,0
10,0,33,3,1700,44,210,17,3,2,1,30,909.76,0
0,0,23,0,1148,27,0,62,4,1,1,45,29.375,0
0,0,30,0,3805,55,0,9,2,1,1,25,173.7,0
14,0,38,0,2680,61,53,22,4,1,2,45,201.025,0
7,0,37,1,2485,37,281,15,3,1,1,30,1224.88,0
6,0,37,0,1858,25,7,4,3,1,1,30,103.32,0
0,0,26,0,6480,85,0,19,4,1,1,45,164.125,0
0,0,32,0,1245,32,0,14,3,1,2,30,51.08,0
5,0,22,0,805,20,0,7,1,1,1,15,45.375,0
7,0,37,3,7100,96,207,41,3,1,1,30,1115.84,0
0,0,32,0,2415,44,163,19,2,1,1,25,844.155,0
0,0,22,0,0,0,9,0,4,1,2,45,22.5,0
13,0,15,0,6333,138,80,40,1,2,1,15,795.905,0
9,0,44,2,2778,66,19,39,2,1,1,25,213.48,0
6,0,30,1,7090,97,13,23,4,1,1,45,212.175,0
8,1,30,0,5558,88,11,18,2,1,1,25,303.57,1
16,0,39,1,3965,82,7,26,3,1,1,30,189.88,0
18,0,36,2,14645,218,38,27,3,1,1,30,746.52,0
2,0,38,0,2170,38,276,15,3,1,1,30,1192.32,0
7,0,37,0,15295,181,141,27,2,1,1,25,1330.92,0
0,0,27,1,6660,104,256,30,2,2,1,25,1456.38,0
8,0,37,0,1863,39,16,33,3,1,2,30,140.08,1
7,0,38,0,1993,51,6,17,3,1,1,30,105.76,0
14,1,38,0,2573,50,41,33,4,1,2,45,168.075,1
0,0,38,0,0,0,0,0,2,1,2,25,0.0,0
8,0,36,0,2970,54,184,26,2,1,1,25,964.08,0
11,0,37,1,15730,185,152,30,2,1,1,25,1400.175,0
0,0,32,1,6595,97,39,24,5,1,1,55,158.88,0
15,1,42,0,2653,52,51,37,4,1,2,45,195.125,1
7,0,11,2,4695,46,222,12,3,1,1,30,1077.64,0
10,0,14,2,1973,33,18,14,3,1,1,30,152.24,1
5,0,25,0,1973,44,31,66,4,1,1,45,127.925,0
6,0,29,0,5513,86,11,21,2,1,1,25,301.455,1
11,0,29,2,1810,43,209,16,3,2,1,30,910.12,0
5,0,36,0,4310,68,0,15,2,1,1,25,197.01,0
16,0,33,0,960,35,25,13,3,1,2,30,139.8,0
17,0,30,1,1710,46,37,20,2,1,1,25,245.52,0
6,0,37,0,843,13,8,2,3,1,2,30,66.24,1
4,0,33,0,3290,68,14,21,2,1,1,25,214.11,0
13,0,38,1,3275,60,191,28,2,1,1,25,1009.575,0
2,0,29,0,1005,18,32,8,4,1,2,45,105.575,0
6,0,37,1,1725,47,43,22,3,1,1,30,242.88,0
31,0,37,5,16460,246,17,86,2,1,1,25,828.27,0
14,0,38,0,15675,182,125,28,2,1,1,25,1276.065,0
0,0,28,0,2455,14,0,8,3,1,1,30,98.76,0
20,0,34,9,10730,97,15,55,4,1,1,45,308.175,0
5,0,34,2,3440,32,21,29,3,1,1,30,222.88,0
0,0,15,0,1275,14,0,8,2,1,1,25,58.005,0
10,0,11,0,6008,133,68,36,1,2,1,15,711.755,0
5,0,23,0,920,26,12,11,2,1,1,25,96.57,0
6,0,37,0,1780,49,36,19,3,1,2,30,217.16,0
4,0,36,0,2535,50,173,23,2,1,1,25,894.825,0
18,1,31,0,650,41,9,15,2,1,2,25,71.595,1
0,0,38,0,3493,78,5,30,2,1,1,25,183.195,0
2,0,41,2,338,10,12,3,5,1,1,55,23.22,0
0,0,27,0,940,16,53,7,4,1,2,45,156.4,0
5,0,38,0,438,8,7,4,3,1,2,30,45.84,1
2,0,36,1,11275,154,36,49,4,1,1,45,375.725,0
0,0,35,0,3528,82,27,30,3,1,1,30,252.4,0
4,0,36,0,4455,80,0,23,3,1,1,30,181.4,0
0,0,34,0,5553,86,0,8,2,1,1,25,253.755,0
22,0,29,0,875,45,6,13,2,1,2,25,68.4,1
5,0,35,0,2148,54,352,22,2,1,1,25,1683.09,0
9,1,42,0,2193,58,16,21,3,1,2,30,154.04,0
14,0,39,2,11960,161,27,52,4,1,1,45,370.525,0
15,0,40,1,4503,72,8,37,1,1,1,15,295.625,0
8,0,35,2,7090,103,21,24,5,1,1,55,139.395,0
15,0,44,1,4458,76,16,41,1,1,1,15,337.37,0
18,0,31,0,650,41,9,15,2,1,2,25,71.595,1
0,0,36,0,7318,127,409,45,3,1,1,30,1933.8,0
3,0,20,0,740,18,1,6,2,1,1,25,38.61,0
16,0,30,0,1120,37,49,13,3,1,2,30,242.28,0
12,0,17,0,5793,131,64,27,1,2,1,15,677.82,0
5,0,33,1,2965,20,7,11,3,1,1,30,147.4,0
0,0,8,0,777,8,0,7,3,1,1,30,31.4,1
0,0,35,0,5813,59,80,20,2,1,1,25,624.24,0
4,0,30,1,3225,67,16,24,3,1,1,30,195.68,0
7,0,40,2,3155,30,488,10,3,1,1,30,2079.4,0
2,0,35,1,2915,19,472,3,3,1,1,30,2005.36,0
5,0,32,1,305,6,7,2,5,1,1,55,15.165,1
12,1,35,4,7675,127,279,33,3,2,1,30,1428.08,0
4,0,39,0,918,15,28,19,3,1,2,30,149.32,0
1,0,32,0,13388,161,0,38,3,1,1,30,541.96,0
6,0,38,0,2550,40,294,21,3,1,1,30,1279.6,0
0,0,39,0,1363,25,1,5,4,1,1,45,37.2,0
0,1,34,0,0,0,0,0,4,1,2,45,0.0,1
0,0,30,0,1180,30,20,13,3,1,2,30,128.4,0
0,0,31,0,3233,68,0,21,2,1,1,25,148.545,0
9,0,40,0,2223,48,42,35,3,1,2,30,258.84,1
5,0,34,0,755,10,7,4,3,1,2,30,58.6,0
11,0,37,0,2970,53,150,21,2,1,1,25,811.035,0
8,0,44,0,1095,22,30,14,3,1,2,30,164.68,0
12,1,38,1,2328,47,39,33,3,1,1,30,251.0,1
0,0,35,0,7203,121,377,41,2,1,1,25,2026.08,0
10,0,40,1,13888,174,0,43,3,1,1,30,562.48,0
9,0,38,1,8218,138,392,43,3,1,1,30,1902.24,0
7,0,42,0,485,14,18,7,2,1,2,25,103.455,1
10,0,16,3,3098,48,33,19,3,1,1,30,257.84,0
12,0,38,2,4970,81,26,32,3,1,1,30,306.04,0
3,0,37,0,7508,127,384,43,2,1,1,25,2071.575,0
0,0,36,0,5013,79,0,13,2,1,1,25,229.14,0
18,0,41,3,5530,100,17,27,4,1,1,45,183.25,0
0,0,33,0,653,8,0,4,3,1,1,30,26.44,0
14,0,15,0,9122,172,82,43,4,1,1,45,437.35,0
0,0,24,0,710,5,23,4,4,1,2,45,75.375,0
11,1,43,0,2238,60,16,18,3,1,2,30,155.92,0
13,0,39,2,7023,81,115,39,2,1,1,25,837.18,0
0,0,37,0,5208,84,0,12,2,1,1,25,238.14,0
7,0,35,2,7013,79,122,50,2,1,1,25,868.14,0
3,1,9,1,1487,19,0,7,3,1,1,30,60.24,1
7,0,38,0,3175,72,11,13,3,1,1,30,173.88,0
9,0,35,1,3595,74,21,23,3,1,1,30,230.76,0
13,0,45,3,7065,102,208,34,4,1,1,45,699.175,0
26,0,35,4,16155,240,10,84,2,1,1,25,782.775,0
6,1,38,0,2685,41,10,15,3,1,2,30,149.04,1
0,0,36,0,595,9,15,9,2,1,2,25,94.68,0
7,0,37,0,4400,77,0,21,3,1,1,30,179.08,0
18,0,39,3,6238,110,65,30,3,1,1,30,513.92,0
20,0,29,2,15770,232,0,78,2,1,1,25,720.09,0
28,0,30,4,16200,236,7,77,2,2,1,25,771.12,0
13,1,33,0,3215,45,7,14,3,1,2,30,158.4,1
0,0,34,0,0,0,0,0,2,1,2,25,0.0,1
5,0,39,0,553,14,39,8,3,1,2,30,178.68,1
7,0,37,1,11465,154,11,47,4,1,1,45,317.975,0
5,0,37,0,305,6,7,2,2,1,2,25,45.495,1
0,0,35,0,2715,24,4,17,3,1,1,30,125.56,0
10,0,16,3,1792,31,15,10,3,1,1,30,132.92,1
0,0,25,0,0,0,0,0,2,1,2,25,0.0,0
15,0,36,1,6063,101,28,24,2,1,1,25,403.38,0
4,1,30,0,2008,34,19,25,3,1,2,30,157.68,1
10,0,40,1,2888,65,18,38,2,1,1,25,213.885,0
5,0,36,0,305,6,7,2,2,1,2,25,45.495,1
10,0,39,1,5513,98,27,23,2,1,1,25,373.995,1
9,0,35,1,2905,51,171,20,2,1,1,25,902.52,0
26,0,38,9,10740,99,8,44,5,2,1,55,174.585,0
5,0,43,0,1135,24,15,17,2,1,2,25,119.655,0
8,0,30,0,395,25,11,6,3,1,2,30,60.8,0
9,0,41,3,3515,39,522,14,4,1,1,45,1393.85,0
0,0,36,0,1865,32,269,13,3,1,1,30,1151.88,0
8,0,40,2,498,11,12,6,3,1,1,30,68.36,1
9,0,38,2,7210,97,194,26,3,1,1,30,1068.28,0
15,0,27,1,1530,38,26,15,2,1,1,25,187.56,0
0,0,37,0,1263,20,0,8,4,1,1,45,32.075,0
8,0,26,2,2168,49,51,83,4,1,1,45,182.925,0
4,0,37,0,2245,33,253,14,3,1,1,30,1103.12,0
16,0,42,1,15970,196,168,37,2,1,1,25,1483.47,0
1,0,25,0,1200,31,195,12,2,2,1,25,932.895,0
11,0,41,1,2533,62,369,28,3,1,1,30,1579.8,0
10,0,27,1,2278,50,38,68,4,1,1,45,153.2,0
8,0,37,0,1970,50,45,22,3,1,2,30,260.8,0
11,0,13,3,3157,45,30,20,3,1,1,30,248.08,0
13,1,34,0,2493,48,31,29,3,1,2,30,225.64,1
8,0,43,1,7768,137,399,49,3,1,1,30,1912.2,0
15,0,17,1,8993,174,78,42,5,1,1,55,254.505,0
13,0,44,2,14158,177,17,50,3,1,1,30,641.4,0
5,0,40,0,415,10,7,2,3,1,2,30,45.0,0
9,0,37,0,15485,182,150,30,2,1,1,25,1380.015,0
0,0,7,0,992,12,0,2,2,1,1,25,45.18,1
14,0,38,2,7428,86,116,37,2,1,1,25,860.13,0
7,0,31,0,50,2,0,1,2,1,2,25,2.34,1
0,0,36,0,0,0,0,0,5,1,1,55,0.0,0
0,0,36,0,405,8,6,6,2,1,2,25,45.585,0
0,1,7,0,1183,13,0,5,2,1,2,25,53.82,1
13,0,40,1,6413,102,23,17,3,1,1,30,352.6,0
6,0,36,1,3145,28,7,16,3,1,1,30,154.92,0
13,0,36,0,2463,58,7,15,3,1,2,30,128.84,0
1,0,37,1,6310,85,177,23,3,1,1,30,963.8,0
16,0,20,5,3218,54,43,23,3,2,1,30,302.88,0
17,0,17,1,9237,177,80,42,5,1,1,55,261.21,0
3,0,25,2,1610,40,207,24,2,2,1,25,1005.75,0
15,0,39,1,2758,66,366,26,3,1,1,30,1576.96,0
7,0,37,2,8108,137,405,58,3,1,1,30,1949.8,0
9,0,38,1,15600,188,182,34,2,1,1,25,1529.46,0
0,0,7,0,3895,33,199,5,3,1,1,30,953.12,0
13,0,38,0,2838,64,29,32,3,1,2,30,232.08,0
3,0,30,0,1883,36,17,25,3,1,2,30,144.76,1
9,0,25,2,2000,38,43,17,3,1,1,30,253.52,0
9,0,15,0,5897,134,69,37,1,2,1,15,711.205,0
0,0,40,0,7203,127,385,42,3,1,1,30,1833.2,0
0,0,17,0,2660,45,0,15,3,1,1,30,108.2,0
16,0,21,1,6348,145,93,46,2,2,1,25,710.685,0
18,0,17,1,6582,142,94,45,2,2,1,25,725.58,0
0,0,30,0,2475,13,0,10,3,1,1,30,99.52,0
3,0,35,0,1958,53,343,19,2,1,1,25,1633.995,0
0,0,35,0,0,0,0,0,3,1,2,30,0.0,1
5,0,39,0,15260,178,153,32,2,1,1,25,1383.21,0
7,0,36,2,6670,112,257,20,3,2,1,30,1299.28,0
13,1,25,0,390,31,0,9,2,1,2,25,18.945,1
1,0,21,0,3145,59,0,19,3,1,1,30,128.16,0
10,1,11,2,1982,26,16,12,3,1,1,30,144.32,1
0,0,33,0,1248,13,0,3,3,1,1,30,50.44,0
25,0,42,3,15095,229,62,36,3,1,1,30,860.96,0
2,0,8,0,4275,34,183,6,3,1,1,30,904.36,0
5,0,27,0,2930,57,7,10,3,1,1,30,147.48,0
0,0,32,0,2835,17,468,2,3,1,1,30,1986.08,0
11,0,39,0,1643,24,24,6,4,1,2,45,101.675,1
12,0,42,2,3855,84,42,32,3,1,1,30,325.56,0
10,0,42,0,4153,70,9,39,1,1,1,15,281.765,0
0,0,34,0,4005,62,0,13,2,1,1,25,183.015,0
7,0,17,3,2447,40,13,21,3,1,1,30,151.48,0
0,0,32,0,0,0,0,0,2,1,2,25,0.0,0
12,0,15,0,8932,171,73,40,4,1,1,45,410.075,0
6,0,26,0,510,25,35,9,3,1,2,30,161.4,0
4,0,42,0,2315,43,293,22,3,1,1,30,1266.32,0
10,1,35,0,2673,49,35,29,3,1,2,30,248.88,1
9,0,12,0,5908,127,67,35,1,2,1,15,700.425,0
1,0,34,0,2840,22,0,14,3,1,1,30,114.48,0
5,0,18,1,1940,29,30,14,2,1,1,25,223.605,0
3,0,37,1,6500,86,186,26,3,1,1,30,1007.44,0
8,0,41,1,6673,79,116,41,2,1,1,25,825.84,0
31,1,32,4,16785,249,8,80,2,1,1,25,802.53,0
8,0,40,2,7928,139,423,49,3,1,1,30,2014.68,0
0,0,30,0,5353,79,0,4,2,1,1,25,244.44,0
0,0,11,0,1390,14,13,11,2,1,1,25,121.68,0
20,0,37,3,14950,225,79,34,3,1,1,30,923.0,0
12,0,16,5,3453,55,52,34,3,1,1,30,348.32,0
14,0,29,0,815,30,8,6,3,1,2,30,65.8,0
24,0,39,3,14735,220,36,34,3,1,1,30,742.2,0
0,0,37,0,5900,76,165,11,3,1,1,30,899.04,0
5,0,39,0,1180,20,7,13,2,1,2,25,85.5,0
0,0,31,0,0,0,0,0,3,1,2,30,0.0,1
6,0,39,0,2113,56,12,20,3,1,2,30,134.76,0
11,0,15,0,6088,135,78,40,1,2,1,15,771.265,0
6,0,25,0,625,22,0,2,2,1,1,25,29.115,0
6,0,37,1,2518,56,7,30,2,1,1,25,147.33,0
25,0,30,2,15960,232,0,76,2,1,1,25,728.64,0
0,0,33,0,0,0,0,0,4,1,2,45,0.0,1
6,0,37,2,3260,34,39,20,4,1,1,45,179.85,0
0,0,36,0,0,0,0,0,3,1,2,30,0.0,1
0,0,21,0,930,28,176,5,2,2,1,25,835.11,0
19,0,43,4,9500,129,161,49,3,1,1,30,1029.16,0
0,0,31,0,615,4,0,5,2,1,2,25,27.855,0
8,0,36,1,11870,159,12,45,3,1,1,30,529.16,0
18,0,40,0,3143,70,36,34,3,1,2,30,272.52,0
6,0,40,0,2735,57,183,27,2,1,1,25,949.14,0
12,0,33,0,2573,44,33,32,3,1,2,30,236.68,1
0,0,31,0,7248,117,369,37,2,1,1,25,1991.925,0
0,0,36,0,628,7,9,4,4,1,2,45,38.375,1
0,0,32,0,2535,16,0,12,3,1,1,30,102.04,0
12,0,30,2,1933,48,42,72,5,1,1,55,92.715,0
4,0,38,0,5673,92,5,12,2,1,1,25,281.925,0
1,0,30,1,1010,36,194,10,2,2,1,25,920.07,0
8,1,34,0,2563,48,48,44,3,1,2,30,296.44,1
8,0,33,0,4198,60,0,34,1,1,1,15,234.19,0
2,1,10,1,1082,14,0,9,3,1,1,30,43.84,1
5,1,38,0,305,6,7,2,3,1,2,30,40.44,1
25,0,39,4,15255,231,86,36,3,1,1,30,963.44,0
12,0,11,1,8978,167,65,36,4,1,1,45,391.125,0
2,0,37,0,190,1,9,3,2,1,2,25,49.095,1
15,0,43,1,2713,70,374,30,3,1,1,30,1607.32,0
22,0,41,3,4790,99,47,30,3,1,1,30,383.56,0
5,0,36,0,1000,12,7,8,2,1,2,25,77.04,0
36,0,41,5,16155,242,69,34,3,2,1,30,931.88,0
15,0,40,2,9295,129,155,48,3,1,1,30,996.96,0
0,0,30,0,0,0,0,0,2,1,2,25,0.0,1
8,0,42,0,4325,75,13,21,3,1,1,30,228.0,0
6,0,39,0,2228,56,362,26,2,1,1,25,1731.78,0
13,0,40,3,3265,55,313,35,4,1,1,45,865.5,0
15,0,18,4,3347,52,47,24,3,1,1,30,323.96,0
0,0,34,0,1608,22,0,4,3,1,1,30,65.2,0
0,0,16,0,1635,23,23,12,2,1,1,25,178.11,0
6,0,38,0,5918,95,7,12,3,1,1,30,268.52,0
19,0,14,1,6697,141,84,43,1,2,1,15,838.09,0
11,0,40,2,3590,34,499,13,3,1,1,30,2140.96,0
5,0,37,0,3065,71,7,28,3,1,1,30,153.44,0
7,0,13,0,8628,165,66,38,4,1,1,45,384.825,0
1,0,32,0,3638,80,0,24,2,1,1,25,167.31,0
4,0,36,0,1933,48,1,15,3,1,2,30,83.24,0
0,0,37,0,0,0,0,0,2,1,2,25,0.0,1
16,1,42,0,3295,53,24,19,3,1,2,30,230.04052884882026,1
7,0,33,0,2804,36,0,12,3,1,2,30,113.65973659876025,1
12,0,37,0,2413,46,22,29,3,1,2,38,138.8902172817506,1
27,1,33,0,1552,57,37,31,3,1,2,30,212.67049719578313,1
0,0,40,0,88,3,15,4,2,1,2,25,73.88273280493084,1
3,0,30,0,1899,36,19,25,3,1,2,30,153.84471406917694,1
0,0,37,0,0,0,0,0,2,1,2,25,0.45875569751678835,1
12,1,32,1,2341,44,36,31,3,1,1,30,242.40875185661355,1
9,0,39,0,1010,20,22,10,3,1,2,41,89.21930984904664,1
23,0,34,0,659,42,7,4,2,1,2,29,56.68560610994927,1
4,1,35,0,2685,37,5,14,2,1,2,27,139.7272609117404,1
0,0,38,0,133,4,3,2,3,1,2,30,19.429521863613246,1
6,0,42,0,515,10,17,7,2,1,2,29,90.06193334620544,1
15,1,33,0,642,35,11,13,2,1,2,26,77.37853095585305,1
9,0,34,0,755,31,41,14,3,1,2,36,162.44707428711808,1
7,0,35,0,2239,42,31,30,3,1,2,30,217.7692688652571,1
16,0,41,1,2606,54,47,34,4,1,1,45,184.82763368764972,1
5,0,37,0,305,6,7,2,2,1,2,25,45.495,1
29,1,36,0,1539,59,37,28,3,1,2,30,213.73062145908466,1
5,0,36,0,305,6,7,2,2,1,2,25,45.495,1
13,0,29,0,464,28,1,8,2,1,2,25,26.856642268142767,1
0,0,34,0,0,0,2,0,2,1,2,29,11.870002611621516,1
3,0,33,0,933,7,8,5,4,1,2,45,44.5857734380073,1
11,1,36,0,3173,46,19,20,3,1,2,30,205.81832258771553,1
10,0,36,0,5660,98,28,26,2,1,1,25,386.8519550386916,1
0,0,36,0,0,0,0,0,2,1,2,25,0.0,1
7,0,39,0,623,11,16,7,3,1,2,30,92.700825268253,1
14,1,42,0,2529,54,49,36,4,1,2,45,187.0798289679009,1
19,1,38,0,3934,57,25,18,3,1,2,30,260.07527986976726,1
14,0,38,0,2573,50,41,33,4,1,2,45,168.075,1
1,0,38,0,163,5,7,3,2,1,2,26,40.033042386797554,1
7,1,10,1,1790,24,7,8,3,1,1,30,100.61280193859137,1
